IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
35140,0.0,0.36,A,5.0,1.0,45.0,85.0,B6,Regular,49.0,R82,0.0
35143,0.0,1.0,A,14.0,5.0,45.0,72.0,B14,Regular,49.0,R82,0.0
35145,0.0,0.56,A,9.0,12.0,53.0,50.0,B2,Regular,37.0,R82,0.0
35146,0.0,0.43,A,5.0,0.0,53.0,50.0,B1,Diesel,37.0,R82,0.0
35149,1.0,1.0,C,9.0,3.0,60.0,139.0,B1,Regular,382.0,R82,1128.12
35151,0.0,0.14,E,6.0,11.0,41.0,66.0,B12,Regular,3568.0,R11,0.0
35152,0.0,0.1,E,5.0,11.0,41.0,66.0,B4,Regular,3568.0,R11,0.0
35153,0.0,0.74,E,5.0,11.0,41.0,58.0,B4,Regular,3568.0,R11,0.0
35156,0.0,1.0,C,6.0,4.0,37.0,50.0,B2,Diesel,320.0,R82,0.0
35158,0.0,0.00273224043715847,D,4.0,5.0,25.0,72.0,B5,Regular,1557.0,R82,0.0
35159,1.0,0.37,D,4.0,5.0,25.0,72.0,B5,Regular,1557.0,R82,1128.12
35160,0.0,0.83,E,9.0,11.0,53.0,68.0,B2,Regular,5449.0,R82,0.0
35161,0.0,0.16,E,9.0,11.0,53.0,64.0,B2,Regular,5449.0,R82,0.0
35164,0.0,0.66,A,10.0,7.0,56.0,50.0,B12,Diesel,37.0,R82,0.0
35165,0.0,0.33,A,9.0,0.0,56.0,50.0,B12,Diesel,37.0,R82,0.0
35168,0.0,1.0,C,5.0,11.0,46.0,55.0,B2,Regular,201.0,R82,0.0
35170,0.0,0.08,E,5.0,11.0,30.0,57.0,B2,Regular,2472.0,R82,0.0
35171,0.0,0.08,E,4.0,13.0,30.0,57.0,B2,Regular,2472.0,R82,0.0
35172,0.0,0.45,E,7.0,9.0,30.0,54.0,B3,Diesel,2472.0,R82,0.0
35175,0.0,1.0,E,7.0,12.0,31.0,76.0,B2,Regular,5449.0,R82,0.0
35179,0.0,1.0,D,6.0,10.0,27.0,85.0,B3,Regular,1328.0,R82,0.0
35182,0.0,0.69,C,9.0,11.0,48.0,50.0,B2,Regular,194.0,R82,0.0
35183,0.0,0.3,C,9.0,11.0,48.0,50.0,B2,Regular,194.0,R82,0.0
35185,0.0,0.33,E,5.0,9.0,70.0,50.0,B3,Diesel,5449.0,R82,0.0
35186,0.0,0.66,E,6.0,9.0,70.0,50.0,B1,Diesel,5449.0,R82,0.0
35189,0.0,1.0,B,5.0,3.0,32.0,60.0,B6,Diesel,58.0,R82,0.0
35191,0.0,1.0,C,6.0,5.0,56.0,50.0,B1,Diesel,245.0,R82,0.0
35194,0.0,0.06,D,8.0,8.0,32.0,50.0,B14,Diesel,1328.0,R82,0.0
35195,1.0,0.93,D,10.0,3.0,32.0,58.0,B14,Diesel,1328.0,R82,2354.13
35198,0.0,1.0,E,5.0,6.0,24.0,68.0,B1,Regular,4646.0,R82,0.0
35200,0.0,0.21,C,6.0,2.0,21.0,90.0,B2,Diesel,208.0,R82,0.0
35201,0.0,0.78,C,6.0,2.0,21.0,85.0,B2,Diesel,208.0,R82,0.0
35203,0.0,0.4,C,4.0,10.0,44.0,50.0,B4,Regular,385.0,R82,0.0
35204,0.0,0.06,C,4.0,0.0,44.0,50.0,B6,Regular,385.0,R82,0.0
35205,0.0,0.31,C,4.0,0.0,44.0,50.0,B6,Regular,385.0,R82,0.0
35206,0.0,0.00273224043715847,C,4.0,0.0,44.0,50.0,B6,Regular,385.0,R82,0.0
35207,0.0,0.2,C,4.0,0.0,44.0,50.0,B6,Regular,385.0,R82,0.0
35209,0.0,1.0,B,6.0,2.0,34.0,50.0,B2,Regular,78.0,R82,0.0
35211,0.0,0.17,E,6.0,15.0,24.0,90.0,B14,Regular,5449.0,R82,0.0
35212,0.0,0.07,E,6.0,15.0,24.0,90.0,B14,Regular,5449.0,R82,0.0
35213,0.0,0.53,E,7.0,11.0,24.0,76.0,B2,Diesel,5449.0,R82,0.0
35215,0.0,0.81,E,6.0,4.0,27.0,72.0,B2,Regular,5449.0,R82,0.0
35216,0.0,0.18,E,6.0,4.0,27.0,75.0,B2,Regular,5449.0,R82,0.0
35218,0.0,1.0,E,7.0,15.0,53.0,50.0,B10,Regular,5449.0,R82,0.0
35220,0.0,0.16,B,6.0,12.0,43.0,50.0,B5,Regular,84.0,R82,0.0
35221,0.0,0.83,B,8.0,11.0,43.0,50.0,B13,Diesel,84.0,R82,0.0
35226,0.0,0.88,D,7.0,5.0,34.0,72.0,B5,Regular,1557.0,R82,0.0
35227,0.0,0.11,D,7.0,11.0,34.0,64.0,B5,Regular,1557.0,R82,0.0
35229,0.0,0.9,D,6.0,6.0,66.0,57.0,B6,Regular,1695.0,R82,0.0
35230,0.0,1.0,E,8.0,13.0,31.0,60.0,B1,Diesel,5449.0,R82,0.0
35232,0.0,0.83,C,8.0,14.0,21.0,112.0,B2,Regular,150.0,R82,0.0
35233,0.0,1.0,C,11.0,7.0,45.0,50.0,B3,Regular,113.0,R82,0.0
35236,0.0,0.95,B,7.0,8.0,46.0,50.0,B12,Regular,71.0,R82,0.0
35237,0.0,0.04,B,7.0,8.0,46.0,50.0,B12,Regular,71.0,R82,0.0
35239,0.0,0.08,D,10.0,3.0,52.0,50.0,B6,Regular,745.0,R82,0.0
35240,0.0,0.91,D,10.0,3.0,52.0,50.0,B6,Regular,745.0,R82,0.0
35242,0.0,0.2,E,6.0,22.0,32.0,118.0,B3,Regular,2472.0,R82,0.0
35243,1.0,0.5,E,6.0,22.0,32.0,112.0,B3,Regular,2472.0,R82,1372.04
35244,0.0,1.0,C,11.0,10.0,43.0,54.0,B13,Regular,251.0,R82,0.0
35246,0.0,0.11,D,5.0,9.0,39.0,50.0,B5,Diesel,745.0,R82,0.0
35247,0.0,0.88,D,12.0,11.0,39.0,50.0,B10,Regular,745.0,R82,0.0
35249,0.0,1.0,E,5.0,1.0,54.0,112.0,B12,Regular,5449.0,R82,0.0
35251,0.0,1.0,C,5.0,9.0,54.0,58.0,B1,Regular,156.0,R82,0.0
35253,0.0,1.0,C,6.0,8.0,35.0,50.0,B2,Diesel,167.0,R82,0.0
35255,0.0,1.0,E,4.0,14.0,37.0,76.0,B2,Regular,5449.0,R82,0.0
35258,0.0,1.0,E,9.0,12.0,39.0,54.0,B1,Regular,5449.0,R82,0.0
35260,0.0,1.0,E,7.0,6.0,27.0,50.0,B11,Diesel,4646.0,R82,0.0
35262,0.0,1.0,E,4.0,2.0,47.0,64.0,B1,Regular,2472.0,R82,0.0
35265,0.0,0.66,E,8.0,17.0,60.0,64.0,B10,Diesel,5449.0,R82,0.0
35266,1.0,0.06,E,6.0,10.0,60.0,64.0,B1,Diesel,5449.0,R82,98.23
35267,0.0,0.13,E,6.0,10.0,60.0,64.0,B1,Diesel,5449.0,R82,0.0
35269,0.0,1.0,E,5.0,11.0,32.0,68.0,B1,Regular,5449.0,R82,0.0
35272,0.0,0.89,E,9.0,10.0,27.0,68.0,B2,Regular,5449.0,R82,0.0
35273,0.0,0.1,E,9.0,10.0,27.0,72.0,B2,Regular,5449.0,R82,0.0
35275,0.0,0.97,B,8.0,8.0,39.0,50.0,B6,Diesel,91.0,R82,0.0
35276,0.0,1.0,C,5.0,13.0,28.0,64.0,B3,Regular,204.0,R82,0.0
35278,0.0,1.0,C,7.0,12.0,28.0,64.0,B3,Regular,204.0,R82,0.0
35280,1.0,1.0,D,8.0,2.0,68.0,50.0,B13,Regular,745.0,R82,12696.8
35282,0.0,0.2,E,5.0,15.0,49.0,72.0,B4,Regular,5449.0,R82,0.0
35283,0.0,0.84,E,6.0,12.0,28.0,112.0,B5,Regular,5449.0,R82,0.0
35284,0.0,0.15,E,6.0,2.0,28.0,95.0,B5,Diesel,5449.0,R82,0.0
35286,0.0,1.0,D,10.0,10.0,34.0,60.0,B2,Diesel,745.0,R82,0.0
35288,0.0,0.25,E,9.0,13.0,54.0,100.0,B2,Regular,5449.0,R82,0.0
35289,0.0,0.24,E,7.0,11.0,54.0,100.0,B6,Regular,5449.0,R82,0.0
35290,0.0,0.5,E,9.0,13.0,54.0,95.0,B6,Regular,5449.0,R82,0.0
35292,0.0,1.0,D,7.0,5.0,47.0,61.0,B2,Regular,509.0,R82,0.0
35295,1.0,1.0,E,7.0,10.0,53.0,85.0,B2,Diesel,5449.0,R82,8009.82
35297,1.0,0.78,D,7.0,1.0,43.0,55.0,B13,Diesel,745.0,R82,4573.47
35298,0.0,0.03,D,9.0,0.0,43.0,55.0,B14,Regular,745.0,R82,0.0
35299,0.0,0.18,D,9.0,0.0,43.0,64.0,B14,Regular,745.0,R82,0.0
35301,0.0,1.0,C,7.0,2.0,37.0,50.0,B3,Regular,366.0,R82,0.0
35303,0.0,0.13,D,5.0,12.0,50.0,132.0,B2,Diesel,580.0,R82,0.0
35304,0.0,0.14,D,9.0,4.0,33.0,54.0,B12,Regular,1110.0,R82,0.0
35305,0.0,0.85,D,9.0,4.0,33.0,51.0,B12,Regular,1110.0,R82,0.0
35309,0.0,1.0,E,4.0,2.0,52.0,50.0,B2,Regular,2472.0,R82,0.0
35311,0.0,1.0,E,6.0,13.0,24.0,68.0,B1,Regular,2472.0,R82,0.0
35313,0.0,1.0,C,6.0,4.0,52.0,54.0,B12,Regular,209.0,R82,0.0
35315,0.0,1.0,E,5.0,12.0,32.0,60.0,B12,Regular,5449.0,R82,0.0
35318,0.0,1.0,C,6.0,3.0,48.0,50.0,B1,Regular,339.0,R82,0.0
35320,0.0,0.42,D,5.0,9.0,46.0,60.0,B3,Diesel,1328.0,R82,0.0
35321,0.0,0.57,D,5.0,9.0,46.0,57.0,B3,Diesel,1328.0,R82,0.0
35323,0.0,0.91,E,5.0,8.0,32.0,76.0,B1,Regular,5449.0,R82,0.0
35326,0.0,1.0,E,5.0,3.0,27.0,76.0,B5,Regular,5449.0,R82,0.0
35328,0.0,1.0,C,6.0,10.0,41.0,56.0,B5,Regular,320.0,R82,0.0
35330,0.0,1.0,C,9.0,5.0,27.0,51.0,B4,Diesel,145.0,R82,0.0
35332,0.0,0.54,E,6.0,9.0,50.0,50.0,B2,Regular,5449.0,R82,0.0
35333,0.0,0.00819672131147541,E,7.0,5.0,50.0,50.0,B4,Regular,5449.0,R82,0.0
35334,0.0,0.45,E,7.0,5.0,50.0,50.0,B4,Regular,5449.0,R82,0.0
35336,0.0,0.27,E,11.0,5.0,52.0,50.0,B1,Regular,2472.0,R82,0.0
35337,0.0,0.72,E,11.0,5.0,52.0,50.0,B1,Regular,2472.0,R82,0.0
35340,0.0,1.0,E,5.0,17.0,51.0,54.0,B4,Diesel,5449.0,R82,0.0
35342,0.0,0.45,B,6.0,5.0,29.0,80.0,B1,Diesel,60.0,R82,0.0
35343,0.0,0.54,B,6.0,5.0,29.0,76.0,B1,Diesel,60.0,R82,0.0
35346,0.0,0.64,E,5.0,8.0,33.0,68.0,B2,Diesel,4646.0,R82,0.0
35347,0.0,0.35,E,5.0,8.0,33.0,64.0,B2,Diesel,4646.0,R82,0.0
35350,0.0,0.29,E,7.0,11.0,57.0,50.0,B2,Regular,5449.0,R82,0.0
35351,0.0,0.7,E,7.0,10.0,57.0,50.0,B5,Regular,5449.0,R82,0.0
35354,0.0,1.0,C,7.0,11.0,43.0,50.0,B2,Regular,150.0,R82,0.0
35356,0.0,0.92,C,13.0,14.0,53.0,50.0,B3,Regular,339.0,R82,0.0
35357,0.0,1.0,E,8.0,11.0,55.0,57.0,B10,Diesel,5449.0,R82,0.0
35359,0.0,1.0,E,5.0,14.0,53.0,50.0,B4,Regular,5449.0,R82,0.0
35361,0.0,1.0,B,7.0,11.0,24.0,80.0,B2,Regular,72.0,R82,0.0
35365,0.0,1.0,C,6.0,12.0,53.0,50.0,B2,Diesel,124.0,R91,0.0
35367,0.0,1.0,E,7.0,14.0,31.0,54.0,B2,Regular,5449.0,R82,0.0
35371,0.0,1.0,D,11.0,13.0,62.0,50.0,B2,Regular,1214.0,R82,0.0
35373,0.0,1.0,D,6.0,12.0,62.0,50.0,B1,Diesel,1214.0,R82,0.0
35375,0.0,1.0,E,5.0,1.0,57.0,50.0,B2,Diesel,2679.0,R83,0.0
35377,0.0,0.01,E,7.0,8.0,35.0,50.0,B6,Regular,2252.0,R82,0.0
35378,0.0,0.2,E,7.0,8.0,35.0,50.0,B6,Regular,2252.0,R82,0.0
35379,0.0,0.77,E,6.0,0.0,35.0,50.0,B6,Diesel,2252.0,R82,0.0
35381,1.0,1.0,C,8.0,9.0,52.0,58.0,B3,Regular,206.0,R82,1128.12
35383,0.0,1.0,C,6.0,12.0,47.0,76.0,B1,Diesel,109.0,R82,0.0
35385,0.0,0.9,C,4.0,4.0,43.0,50.0,B2,Regular,119.0,R82,0.0
35386,0.0,1.0,D,7.0,9.0,62.0,50.0,B1,Diesel,1214.0,R82,0.0
35388,0.0,1.0,E,5.0,3.0,73.0,50.0,B4,Regular,2252.0,R82,0.0
35390,0.0,1.0,E,5.0,12.0,49.0,50.0,B4,Regular,2252.0,R82,0.0
35392,1.0,1.0,D,5.0,3.0,57.0,62.0,B1,Diesel,681.0,R82,1727.13
35395,0.0,0.87,E,6.0,11.0,49.0,76.0,B2,Regular,2252.0,R82,0.0
35396,0.0,1.0,E,7.0,12.0,52.0,50.0,B2,Diesel,2252.0,R82,0.0
35398,0.0,1.0,E,8.0,17.0,52.0,50.0,B1,Diesel,2252.0,R82,0.0
35401,0.0,0.16,E,6.0,8.0,40.0,50.0,B2,Regular,2252.0,R82,0.0
35402,0.0,0.83,E,6.0,8.0,40.0,50.0,B2,Regular,2252.0,R82,0.0
35404,0.0,0.14,D,4.0,4.0,39.0,58.0,B2,Regular,562.0,R82,0.0
35405,0.0,0.85,D,5.0,0.0,39.0,50.0,B2,Regular,562.0,R82,0.0
35407,0.0,0.85,D,6.0,4.0,56.0,64.0,B2,Diesel,1214.0,R82,0.0
35409,0.0,0.92,D,5.0,8.0,52.0,50.0,B1,Diesel,525.0,R82,0.0
35410,0.0,0.07,D,5.0,2.0,52.0,50.0,B1,Diesel,525.0,R82,0.0
35412,0.0,0.18,D,7.0,19.0,50.0,50.0,B1,Regular,519.0,R82,0.0
35413,0.0,0.1,B,4.0,14.0,51.0,100.0,B6,Regular,64.0,R83,0.0
35414,0.0,1.0,C,10.0,2.0,50.0,50.0,B3,Diesel,351.0,R82,0.0
35416,0.0,0.36,D,7.0,4.0,32.0,60.0,B2,Diesel,1485.0,R82,0.0
35417,0.0,0.63,D,6.0,3.0,32.0,50.0,B6,Diesel,1485.0,R82,0.0
35419,0.0,1.0,E,6.0,1.0,54.0,50.0,B1,Diesel,2252.0,R82,0.0
35421,0.0,0.68,D,7.0,18.0,29.0,76.0,B1,Regular,1214.0,R82,0.0
35422,0.0,0.31,D,7.0,18.0,29.0,72.0,B1,Regular,1214.0,R82,0.0
35424,0.0,1.0,E,5.0,3.0,53.0,52.0,B2,Diesel,2252.0,R82,0.0
35426,0.0,0.53,E,6.0,12.0,50.0,65.0,B2,Diesel,2252.0,R82,0.0
35427,0.0,1.0,E,4.0,3.0,69.0,53.0,B6,Regular,2252.0,R82,0.0
35429,0.0,0.16,E,5.0,1.0,40.0,55.0,B5,Regular,2252.0,R82,0.0
35430,0.0,0.56,E,5.0,1.0,40.0,52.0,B5,Regular,2252.0,R82,0.0
35431,0.0,0.27,E,5.0,1.0,40.0,65.0,B5,Regular,2252.0,R82,0.0
35433,0.0,0.84,C,7.0,1.0,43.0,50.0,B1,Diesel,119.0,R82,0.0
35434,0.0,0.15,C,7.0,1.0,43.0,50.0,B1,Diesel,119.0,R82,0.0
35436,0.0,1.0,E,9.0,12.0,35.0,50.0,B14,Regular,2252.0,R82,0.0
35438,0.0,1.0,E,7.0,13.0,69.0,50.0,B2,Regular,2252.0,R82,0.0
35440,0.0,1.0,E,9.0,3.0,62.0,50.0,B1,Regular,2563.0,R11,0.0
35442,0.0,1.0,C,4.0,11.0,72.0,50.0,B2,Regular,447.0,R82,0.0
35444,0.0,0.26,D,9.0,13.0,44.0,50.0,B10,Diesel,805.0,R82,0.0
35445,0.0,0.73,D,9.0,13.0,44.0,50.0,B10,Diesel,805.0,R82,0.0
35447,1.0,1.0,E,5.0,3.0,50.0,50.0,B1,Regular,2252.0,R82,1128.12
35449,0.0,0.71,E,11.0,3.0,48.0,52.0,B13,Regular,2252.0,R82,0.0
35450,0.0,0.28,E,10.0,0.0,48.0,50.0,B12,Regular,2252.0,R82,0.0
35452,1.0,0.23,D,4.0,2.0,55.0,50.0,B2,Diesel,1485.0,R82,35600.44
35453,0.0,0.00819672131147541,D,4.0,1.0,55.0,50.0,B1,Regular,1485.0,R82,0.0
35454,0.0,0.6,D,4.0,1.0,55.0,50.0,B1,Regular,1485.0,R82,0.0
35456,0.0,0.39,B,6.0,2.0,27.0,112.0,B3,Regular,85.0,R93,0.0
35457,0.0,0.08,B,4.0,0.0,27.0,100.0,B3,Diesel,85.0,R93,0.0
35458,0.0,0.38,B,4.0,0.0,27.0,100.0,B3,Diesel,85.0,R93,0.0
35459,0.0,0.12,B,4.0,0.0,27.0,95.0,B3,Diesel,85.0,R93,0.0
35461,0.0,1.0,E,7.0,3.0,63.0,50.0,B1,Regular,2252.0,R82,0.0
35463,0.0,0.03,A,7.0,11.0,51.0,51.0,B1,Regular,41.0,R83,0.0
35464,0.0,1.0,E,4.0,4.0,57.0,50.0,B1,Regular,2252.0,R82,0.0
35467,0.0,0.24,D,6.0,3.0,61.0,50.0,B2,Diesel,878.0,R82,0.0
35468,0.0,1.0,C,5.0,4.0,43.0,50.0,B2,Regular,199.0,R82,0.0
35470,0.0,0.29,C,4.0,17.0,47.0,60.0,B1,Regular,447.0,R82,0.0
35471,0.0,0.7,C,7.0,13.0,47.0,54.0,B2,Regular,447.0,R82,0.0
35473,1.0,1.0,C,9.0,2.0,49.0,61.0,B2,Regular,206.0,R82,52.75
35475,0.0,0.25,D,6.0,4.0,47.0,50.0,B2,Diesel,1485.0,R82,0.0
35476,0.0,0.7,D,10.0,3.0,47.0,50.0,B12,Regular,1485.0,R82,0.0
35478,0.0,1.0,D,6.0,4.0,49.0,50.0,B12,Diesel,604.0,R82,0.0
35480,0.0,0.22,C,6.0,16.0,44.0,50.0,B2,Diesel,325.0,R82,0.0
35481,0.0,0.77,C,4.0,9.0,44.0,50.0,B4,Diesel,325.0,R82,0.0
35483,0.0,1.0,B,7.0,6.0,35.0,50.0,B1,Diesel,91.0,R73,0.0
35485,0.0,0.14,D,5.0,17.0,44.0,50.0,B2,Diesel,805.0,R82,0.0
35486,0.0,0.85,D,5.0,17.0,44.0,50.0,B2,Diesel,805.0,R82,0.0
35488,0.0,0.57,D,6.0,7.0,60.0,50.0,B2,Diesel,681.0,R82,0.0
35489,0.0,0.42,D,6.0,7.0,60.0,50.0,B2,Diesel,681.0,R82,0.0
35493,0.0,0.45,C,4.0,5.0,41.0,50.0,B2,Regular,119.0,R82,0.0
35495,0.0,0.4,B,5.0,10.0,51.0,76.0,B2,Diesel,64.0,R83,0.0
35496,0.0,0.59,B,5.0,10.0,51.0,80.0,B2,Diesel,64.0,R83,0.0
35498,0.0,1.0,D,7.0,13.0,27.0,85.0,B2,Regular,579.0,R82,0.0
35500,1.0,1.0,D,5.0,2.0,55.0,50.0,B2,Regular,1485.0,R82,1128.12
35502,0.0,0.44,B,9.0,12.0,57.0,50.0,B2,Diesel,56.0,R54,0.0
35503,0.0,0.55,B,5.0,14.0,57.0,50.0,B2,Regular,56.0,R54,0.0
35505,0.0,1.0,B,6.0,8.0,49.0,50.0,B1,Diesel,78.0,R82,0.0
35507,0.0,0.00819672131147541,E,7.0,2.0,49.0,57.0,B1,Diesel,9307.0,R82,0.0
35508,0.0,0.83,E,7.0,2.0,49.0,71.0,B1,Diesel,9307.0,R82,0.0
35509,0.0,0.16,E,5.0,5.0,49.0,71.0,B2,Diesel,9307.0,R82,0.0
35512,0.0,0.01,E,4.0,8.0,58.0,50.0,B6,Regular,2252.0,R82,0.0
35513,0.0,1.0,E,7.0,2.0,55.0,50.0,B12,Regular,2252.0,R82,0.0
35515,1.0,0.37,E,6.0,13.0,52.0,76.0,B1,Diesel,2252.0,R82,1128.12
35516,0.0,0.62,E,6.0,13.0,52.0,95.0,B1,Diesel,2252.0,R82,0.0
35522,0.0,0.49,E,5.0,2.0,50.0,50.0,B1,Regular,2252.0,R82,0.0
35523,0.0,0.5,E,5.0,2.0,50.0,50.0,B1,Regular,2252.0,R82,0.0
35525,0.0,0.78,E,7.0,11.0,25.0,106.0,B1,Regular,8549.0,R82,0.0
35526,0.0,0.21,E,7.0,11.0,25.0,100.0,B1,Regular,8549.0,R82,0.0
35528,0.0,0.23,C,10.0,3.0,56.0,50.0,B3,Diesel,119.0,R82,0.0
35529,0.0,0.96,D,6.0,4.0,28.0,76.0,B2,Diesel,607.0,R82,0.0
35530,0.0,1.0,B,4.0,15.0,44.0,50.0,B1,Regular,63.0,R82,0.0
35532,0.0,0.96,D,5.0,4.0,40.0,50.0,B1,Regular,607.0,R82,0.0
35533,0.0,0.03,D,5.0,4.0,40.0,50.0,B1,Regular,607.0,R82,0.0
35535,0.0,0.99,D,6.0,14.0,49.0,50.0,B1,Diesel,878.0,R82,0.0
35536,0.0,0.00273224043715847,D,6.0,14.0,49.0,50.0,B1,Diesel,878.0,R82,0.0
35539,0.0,0.99,D,11.0,20.0,49.0,50.0,B10,Regular,878.0,R82,0.0
35540,0.0,0.00273224043715847,D,11.0,20.0,49.0,50.0,B10,Regular,878.0,R82,0.0
35542,0.0,0.24,B,4.0,4.0,27.0,64.0,B4,Diesel,64.0,R82,0.0
35543,0.0,0.75,B,4.0,4.0,27.0,50.0,B4,Diesel,64.0,R82,0.0
35545,0.0,0.1,B,6.0,5.0,31.0,68.0,B1,Diesel,63.0,R82,0.0
35546,0.0,0.89,B,6.0,5.0,31.0,57.0,B1,Diesel,63.0,R82,0.0
35548,0.0,1.0,E,7.0,11.0,34.0,57.0,B2,Regular,4404.0,R11,0.0
35550,0.0,1.0,C,6.0,5.0,39.0,50.0,B1,Diesel,119.0,R82,0.0
35552,0.0,0.06,D,4.0,12.0,22.0,85.0,B2,Regular,607.0,R82,0.0
35553,0.0,0.7,D,4.0,12.0,22.0,85.0,B2,Regular,607.0,R82,0.0
35554,0.0,1.0,B,4.0,12.0,41.0,50.0,B2,Regular,63.0,R82,0.0
35556,0.0,1.0,B,4.0,4.0,26.0,64.0,B6,Regular,63.0,R82,0.0
35558,0.0,0.07,A,6.0,5.0,44.0,80.0,B1,Diesel,23.0,R26,0.0
35559,0.0,1.0,C,7.0,3.0,27.0,50.0,B1,Diesel,189.0,R83,0.0
35561,0.0,0.11,D,4.0,11.0,22.0,85.0,B1,Diesel,1893.0,R82,0.0
35562,0.0,0.88,D,4.0,11.0,22.0,100.0,B1,Diesel,1893.0,R82,0.0
35564,0.0,0.16,E,10.0,8.0,45.0,50.0,B6,Regular,2415.0,R82,0.0
35565,0.0,1.0,E,6.0,15.0,37.0,68.0,B2,Regular,2252.0,R82,0.0
35567,0.0,0.17,D,4.0,8.0,61.0,50.0,B1,Diesel,1225.0,R82,0.0
35568,0.0,0.2,C,6.0,9.0,46.0,53.0,B2,Diesel,272.0,R82,0.0
35569,0.0,0.5,C,6.0,9.0,46.0,53.0,B2,Diesel,272.0,R82,0.0
35570,0.0,0.29,C,6.0,9.0,46.0,50.0,B2,Diesel,272.0,R82,0.0
35573,0.0,1.0,D,4.0,9.0,46.0,50.0,B5,Regular,1847.0,R82,0.0
35575,0.0,0.17,D,4.0,14.0,43.0,76.0,B6,Regular,681.0,R82,0.0
35576,0.0,1.0,B,6.0,8.0,29.0,51.0,B1,Diesel,92.0,R82,0.0
35579,0.0,1.0,D,4.0,6.0,41.0,50.0,B2,Regular,607.0,R82,0.0
35581,0.0,1.0,D,4.0,8.0,34.0,50.0,B5,Regular,607.0,R82,0.0
35583,0.0,1.0,D,7.0,3.0,43.0,50.0,B1,Regular,607.0,R82,0.0
35585,0.0,1.0,D,6.0,8.0,57.0,50.0,B1,Regular,607.0,R82,0.0
35587,0.0,1.0,D,5.0,8.0,59.0,50.0,B2,Regular,607.0,R82,0.0
35589,0.0,0.24,C,4.0,8.0,22.0,85.0,B1,Regular,119.0,R82,0.0
35590,0.0,0.75,C,4.0,8.0,22.0,76.0,B1,Regular,119.0,R82,0.0
35592,0.0,1.0,E,6.0,7.0,57.0,64.0,B1,Diesel,2252.0,R82,0.0
35594,0.0,1.0,D,8.0,15.0,33.0,54.0,B6,Diesel,607.0,R82,0.0
35596,0.0,1.0,D,6.0,4.0,48.0,53.0,B6,Diesel,1214.0,R82,0.0
35599,0.0,0.32,D,6.0,5.0,40.0,50.0,B1,Diesel,607.0,R82,0.0
35600,0.0,0.67,D,6.0,5.0,40.0,50.0,B1,Diesel,607.0,R82,0.0
35602,0.0,0.77,B,4.0,11.0,28.0,85.0,B2,Regular,57.0,R82,0.0
35603,0.0,1.0,D,5.0,5.0,37.0,50.0,B4,Diesel,607.0,R82,0.0
35605,0.0,1.0,B,11.0,33.0,49.0,50.0,B1,Diesel,57.0,R82,0.0
35607,0.0,0.44,E,7.0,6.0,40.0,50.0,B2,Regular,2252.0,R82,0.0
35608,0.0,1.0,E,4.0,14.0,23.0,76.0,B1,Regular,2252.0,R82,0.0
35611,0.0,0.46,B,10.0,5.0,40.0,76.0,B5,Diesel,94.0,R83,0.0
35612,0.0,0.53,B,10.0,5.0,40.0,72.0,B5,Diesel,94.0,R83,0.0
35617,0.0,1.0,B,6.0,3.0,50.0,62.0,B1,Diesel,87.0,R82,0.0
35619,0.0,0.68,D,5.0,11.0,48.0,50.0,B5,Diesel,878.0,R82,0.0
35620,0.0,0.31,D,4.0,8.0,48.0,50.0,B2,Regular,878.0,R82,0.0
35622,0.0,0.07,D,7.0,16.0,54.0,50.0,B1,Regular,681.0,R82,0.0
35623,0.0,0.92,D,7.0,11.0,54.0,50.0,B2,Regular,681.0,R82,0.0
35625,0.0,0.1,D,8.0,16.0,54.0,50.0,B11,Regular,681.0,R82,0.0
35626,0.0,0.89,D,8.0,16.0,54.0,50.0,B11,Regular,681.0,R82,0.0
35628,0.0,1.0,D,11.0,5.0,45.0,50.0,B4,Diesel,1847.0,R82,0.0
35630,0.0,0.32,E,7.0,4.0,43.0,64.0,B2,Diesel,2252.0,R82,0.0
35631,0.0,0.35,E,7.0,4.0,43.0,64.0,B2,Diesel,2252.0,R82,0.0
35632,0.0,0.14,E,7.0,4.0,43.0,64.0,B2,Diesel,2252.0,R82,0.0
35633,0.0,0.17,E,7.0,4.0,43.0,60.0,B2,Diesel,2252.0,R82,0.0
35637,0.0,0.11,E,5.0,14.0,42.0,50.0,B4,Regular,2252.0,R82,0.0
35638,0.0,0.21,E,9.0,12.0,42.0,50.0,B2,Regular,2252.0,R82,0.0
35639,0.0,0.67,E,9.0,12.0,42.0,50.0,B2,Regular,2252.0,R82,0.0
35641,0.0,0.03,D,5.0,2.0,32.0,60.0,B3,Regular,1369.0,R82,0.0
35642,1.0,0.65,D,9.0,0.0,32.0,57.0,B1,Diesel,1369.0,R82,1668.01
35643,0.0,0.31,D,9.0,0.0,32.0,60.0,B1,Diesel,1369.0,R82,0.0
35645,0.0,1.0,C,5.0,1.0,65.0,51.0,B2,Regular,214.0,R82,0.0
35647,0.0,0.21,B,5.0,12.0,21.0,90.0,B2,Diesel,78.0,R82,0.0
35648,1.0,0.24,B,5.0,12.0,21.0,85.0,B2,Diesel,78.0,R82,1128.12
35649,0.0,0.28,B,5.0,12.0,21.0,85.0,B2,Diesel,78.0,R82,0.0
